order_id,order_placed_at,order_delivered_at
1523561,01-03-2023 20.04,2023-03-01 20:21:51.218455
1523562,01-03-2023 20.06,2023-03-01 20:23:25.536957
1523563,01-03-2023 20.11,2023-03-01 20:26:09.146306
1523564,01-03-2023 20.13,2023-03-01 20:28:15.579586
1523565,01-03-2023 20.13,2023-03-01 20:29:02.392422
1523566,01-03-2023 20.14,2023-03-01 20:39:04.656272
1523567,01-03-2023 20.19,2023-03-01 20:38:18.269560
1523568,01-03-2023 20.20,2023-03-01 20:37:40.811283
1523569,01-03-2023 20.21,2023-03-01 20:50:14.172133
1523570,01-03-2023 20.23,2023-03-01 20:38:15.371476
1523571,01-03-2023 20.29,2023-03-02 01:17:46.815054
1523572,01-03-2023 20.31,2023-03-01 20:52:26.934351
1523573,01-03-2023 20.33,2023-03-01 20:48:10.322410
1523574,01-03-2023 20.33,2023-03-01 20:49:02.355362
1523575,01-03-2023 20.33,2023-03-01 20:48:45.406762
1523576,01-03-2023 20.33,2023-03-01 20:49:11.455067
1523577,01-03-2023 20.35,2023-03-01 20:51:17.364716
1523578,01-03-2023 20.35,2023-03-01 20:50:13.002035
1523579,01-03-2023 20.36,2023-03-01 20:53:25.309021
1523580,01-03-2023 20.36,2023-03-01 20:51:45.651025
1523581,01-03-2023 20.37,2023-03-01 20:53:28.044551
1523582,01-03-2023 20.37,2023-03-01 20:56:53.051936
1523583,01-03-2023 20.38,2023-03-01 20:54:22.058000
1523584,01-03-2023 20.39,2023-03-01 20:56:13.775269
1523585,01-03-2023 20.39,2023-03-01 20:58:56.766059
1523586,01-03-2023 20.45,2023-03-01 21:05:04.622299
1523587,01-03-2023 20.47,2023-03-01 21:02:52.321739
1523588,01-03-2023 20.47,2023-03-01 21:04:16.720667
1523589,01-03-2023 20.50,2023-03-01 21:05:56.057801
1523590,01-03-2023 20.50,2023-03-01 21:11:19.497744
1523591,01-03-2023 20.50,2023-03-01 21:05:45.117557
1523592,01-03-2023 20.55,2023-03-01 21:11:02.421895
1523593,01-03-2023 20.56,2023-03-01 21:34:39.001993
1523594,01-03-2023 20.58,2023-03-01 21:13:31.251676
1523595,01-03-2023 20.59,2023-03-01 21:17:31.366228
1523596,01-03-2023 20.59,2023-03-01 21:20:55.762026
1523597,01-03-2023 21.00,2023-03-01 21:16:34.832062
1523598,01-03-2023 21.02,2023-03-01 21:19:35.549530
1523599,01-03-2023 21.08,2023-03-01 21:24:40.196957
1523600,01-03-2023 21.09,2023-03-01 21:24:10.800581
1523601,01-03-2023 21.13,2023-03-01 21:34:44.424261
1523602,01-03-2023 21.14,2023-03-01 21:29:17.556257
1523603,01-03-2023 21.17,2023-03-01 21:33:39.791738
1523604,01-03-2023 21.18,2023-03-01 21:34:40.960527
1523605,01-03-2023 21.21,2023-03-01 21:38:16.148985
1523606,01-03-2023 21.24,2023-03-01 21:43:23.080125
1523607,01-03-2023 21.26,2023-03-01 21:43:35.171574
1523608,01-03-2023 21.28,2023-03-01 21:44:56.288284
1523609,01-03-2023 21.33,2023-03-01 21:48:48.593195
1523610,01-03-2023 21.35,2023-03-01 21:50:50.978504
1523611,01-03-2023 21.35,2023-03-01 21:52:21.798992
1523612,01-03-2023 21.36,2023-03-01 21:52:47.785615
1523613,01-03-2023 21.42,2023-03-01 21:57:17.463347
1523614,01-03-2023 21.42,2023-03-01 22:00:17.907426
1523615,01-03-2023 21.43,2023-03-01 21:59:29.567872
1523616,01-03-2023 21.46,2023-03-01 22:02:20.156730
1523617,01-03-2023 21.49,2023-03-01 22:05:22.933620
1523618,01-03-2023 21.59,2023-03-01 22:16:17.797674
1523619,01-03-2023 22.03,2023-03-01 22:19:24.908801
1523620,01-03-2023 22.05,2023-03-01 22:23:22.593255
1523621,01-03-2023 22.06,2023-03-01 22:23:18.967512
1523622,01-03-2023 22.12,2023-03-01 22:27:16.340470
1523623,01-03-2023 22.18,2023-03-01 22:33:33.481796
1523624,01-03-2023 22.18,2023-03-01 22:34:01.296166
1523625,01-03-2023 22.22,2023-03-01 22:39:19.766227
1523626,01-03-2023 22.22,2023-03-01 22:38:33.306800
1523627,01-03-2023 22.23,2023-03-01 22:42:26.832106
1523628,01-03-2023 22.24,2023-03-01 22:45:05.462535
1523629,01-03-2023 22.25,2023-03-01 22:40:23.835538
1523630,01-03-2023 22.25,2023-03-01 22:41:52.610149
1523631,01-03-2023 22.28,2023-03-01 22:45:45.182347
1523632,01-03-2023 22.31,2023-03-01 22:48:29.983483
1523633,01-03-2023 22.34,2023-03-01 22:49:36.873202
1523634,01-03-2023 22.37,2023-03-01 22:52:48.678086
1523635,01-03-2023 22.40,2023-03-01 22:56:27.405932
1523636,01-03-2023 22.42,2023-03-01 23:00:22.384414
1523637,01-03-2023 22.45,2023-03-01 23:03:18.401379
1523638,01-03-2023 22.57,2023-03-01 23:12:44.975325
1523639,01-03-2023 23.00,2023-03-01 23:15:41.847308
1523640,01-03-2023 23.01,2023-03-01 23:21:06.540540
1523641,01-03-2023 23.02,2023-03-01 23:17:17.584619
1523642,01-03-2023 23.05,2023-03-01 23:21:19.650560
1523643,01-03-2023 23.09,2023-03-01 23:24:43.949376
1523644,01-03-2023 23.10,2023-03-01 23:25:42.843458
1523645,01-03-2023 23.11,2023-03-01 23:27:02.505086
1523646,01-03-2023 23.16,2023-03-01 23:47:58.483109
1523647,01-03-2023 23.17,2023-03-01 23:33:13.844225
1523648,01-03-2023 23.23,2023-03-01 23:38:30.111247
1523649,01-03-2023 23.24,2023-03-01 23:39:45.275853
1523650,01-03-2023 23.25,2023-03-01 23:41:25.463240
1523651,01-03-2023 23.27,2023-03-01 23:42:14.577460
1523652,01-03-2023 23.28,2023-03-01 23:45:55.323946
1523653,01-03-2023 23.32,2023-03-01 23:49:33.127471
1523654,01-03-2023 23.34,2023-03-01 23:51:41.554081
1523655,01-03-2023 23.35,2023-03-01 23:51:08.617227
1523656,01-03-2023 23.42,2023-03-01 23:57:28.388495
1523657,01-03-2023 23.43,2023-03-01 23:58:21.655915
1523658,01-03-2023 23.44,2023-03-02 00:00:00.698796
1523659,01-03-2023 23.51,2023-03-02 00:07:00.605100
1523660,01-03-2023 23.58,2023-03-02 00:13:20.742908
1523661,02-03-2023 0.03,2023-03-02 00:18:16.930101
1523662,02-03-2023 0.08,2023-03-02 00:24:32.407261
1523663,02-03-2023 0.08,2023-03-02 00:27:50.217255
1523664,02-03-2023 0.14,2023-03-02 00:30:04.182537
1523665,02-03-2023 0.22,2023-03-02 00:41:00.868249
1523666,02-03-2023 0.23,2023-03-02 00:38:22.102223
1523667,02-03-2023 0.24,2023-03-02 00:40:25.734327
1523668,02-03-2023 0.24,2023-03-02 00:40:36.579126
1523669,02-03-2023 0.25,2023-03-02 00:40:25.271129
1523670,02-03-2023 0.26,2023-03-02 00:41:53.435298
1523671,02-03-2023 0.27,2023-03-02 00:42:07.432173
1523672,02-03-2023 0.29,2023-03-02 00:44:51.201134
1523673,02-03-2023 0.33,2023-03-02 00:51:15.242094
1523674,02-03-2023 0.34,2023-03-02 00:49:32.594331
1523675,02-03-2023 0.35,2023-03-02 00:51:23.337751
1523676,02-03-2023 0.36,2023-03-02 02:30:07.988260
1523677,02-03-2023 0.38,2023-03-02 00:53:18.388996
1523678,02-03-2023 0.47,2023-03-02 01:09:16.060456
1523679,02-03-2023 0.57,2023-03-02 01:18:46.570326
1523680,02-03-2023 0.58,2023-03-02 01:13:51.662367
1523681,02-03-2023 0.59,2023-03-02 01:14:58.536089
1523682,02-03-2023 1.01,2023-03-02 01:32:53.720314
1523683,02-03-2023 1.03,2023-03-02 01:18:49.425380
1523684,02-03-2023 1.07,2023-03-02 01:24:02.373143
1523685,02-03-2023 1.07,2023-03-02 01:23:17.094876
1523686,02-03-2023 1.22,2023-03-02 01:38:26.600633
1523687,02-03-2023 1.23,2023-03-02 01:39:21.218253
1523688,02-03-2023 1.26,2023-03-02 01:44:51.302177
1523689,02-03-2023 1.26,2023-03-02 03:57:34.693308
1523690,02-03-2023 1.34,2023-03-02 01:49:24.439098
1523691,02-03-2023 1.34,2023-03-02 01:50:36.779055
1523692,02-03-2023 1.40,2023-03-02 01:56:11.260388
1523693,02-03-2023 1.41,2023-03-02 02:04:55.336940
1523694,02-03-2023 1.41,2023-03-02 01:56:52.303106
1523695,02-03-2023 1.42,2023-03-02 01:58:36.123551
1523696,02-03-2023 1.42,2023-03-02 02:02:43.067864
1523697,02-03-2023 1.48,2023-03-02 02:04:02.238609
1523698,02-03-2023 1.49,2023-03-02 02:30:39.835457
1523699,02-03-2023 1.59,2023-03-02 02:17:20.853707
1523700,02-03-2023 2.00,2023-03-02 02:15:55.215748
1523701,02-03-2023 2.09,2023-03-02 02:24:54.397169
1523702,02-03-2023 2.09,2023-03-02 02:24:27.446190
1523703,02-03-2023 2.10,2023-03-02 02:25:27.862006
1523704,02-03-2023 2.18,2023-03-02 02:43:32.563717
1523705,02-03-2023 2.20,2023-03-02 02:35:26.662982
1523706,02-03-2023 2.24,2023-03-02 02:40:29.532149
1523707,02-03-2023 2.32,2023-03-02 02:47:36.665676
1523708,02-03-2023 2.32,2023-03-02 02:48:34.651333
1523709,02-03-2023 2.33,2023-03-02 02:48:12.933047
1523710,02-03-2023 2.35,2023-03-02 02:50:53.413863
1523711,02-03-2023 2.38,2023-03-02 02:54:02.003951
1523712,02-03-2023 2.40,2023-03-02 02:56:06.093187
1523713,02-03-2023 2.42,2023-03-02 02:58:33.754234
1523714,02-03-2023 2.43,2023-03-02 02:58:44.443240
1523715,02-03-2023 2.45,2023-03-02 03:01:37.732461
1523716,02-03-2023 2.46,2023-03-02 03:09:43.451353
1523717,02-03-2023 2.46,2023-03-02 03:02:29.639649
1523718,02-03-2023 2.48,2023-03-02 03:03:27.227405
1523719,02-03-2023 2.54,2023-03-02 03:10:46.123714
1523720,02-03-2023 2.55,2023-03-02 03:10:21.418141
1523721,02-03-2023 3.02,2023-03-02 03:20:12.268750
1523722,02-03-2023 3.04,2023-03-02 03:20:16.836693
1523723,02-03-2023 3.07,2023-03-02 03:23:09.535362
1523724,02-03-2023 3.09,2023-03-02 03:24:10.920764
1523725,02-03-2023 3.11,2023-03-02 03:27:01.395014
1523726,02-03-2023 3.16,2023-03-02 03:37:04.955198
1523727,02-03-2023 3.17,2023-03-02 03:32:25.272534
1523728,02-03-2023 3.18,2023-03-02 03:33:23.825679
1523729,02-03-2023 3.24,2023-03-02 07:32:35.703725
1523730,02-03-2023 3.25,2023-03-02 03:42:24.536590
1523731,02-03-2023 3.25,2023-03-02 03:43:42.023159
1523732,02-03-2023 3.28,2023-03-02 03:43:58.560577
1523733,02-03-2023 3.29,2023-03-02 03:44:36.725529
1523734,02-03-2023 3.30,2023-03-02 03:46:13.243786
1523735,02-03-2023 3.30,2023-03-02 03:45:43.055474
1523736,02-03-2023 3.34,2023-03-02 03:50:13.538239
1523737,02-03-2023 3.39,2023-03-02 04:04:52.001368
1523738,02-03-2023 3.40,2023-03-02 03:55:21.497336
1523739,02-03-2023 3.41,2023-03-02 04:29:49.479328
1523740,02-03-2023 3.42,2023-03-02 04:00:10.867346
1523741,02-03-2023 3.43,2023-03-02 03:58:45.921945
1523742,02-03-2023 3.44,2023-03-02 04:04:36.768219
1523743,02-03-2023 3.47,2023-03-02 04:08:36.387830
1523744,02-03-2023 3.53,2023-03-02 04:08:14.142695
1523745,02-03-2023 3.56,2023-03-02 04:12:42.636680
1523746,02-03-2023 4.00,2023-03-02 04:33:42.693088
1523747,02-03-2023 4.08,2023-03-02 04:23:31.598383
1523748,02-03-2023 4.10,2023-03-02 04:25:53.229879
1523749,02-03-2023 4.12,2023-03-02 04:28:07.065327
1523750,02-03-2023 4.14,2023-03-02 04:30:08.409720
1523751,02-03-2023 4.15,2023-03-02 04:31:40.392454
1523752,02-03-2023 4.17,2023-03-02 04:34:33.408603
1523753,02-03-2023 4.18,2023-03-02 04:33:30.404216
1523754,02-03-2023 4.20,2023-03-02 04:35:44.586094
1523755,02-03-2023 4.25,2023-03-02 04:41:02.359097
1523756,02-03-2023 4.26,2023-03-02 04:41:27.083218
1523757,02-03-2023 4.27,2023-03-02 04:42:34.658595
1523758,02-03-2023 4.28,2023-03-02 04:43:17.102691
1523759,02-03-2023 4.30,2023-03-02 04:45:50.012402
1523760,02-03-2023 4.33,2023-03-02 04:49:23.196200
1523761,02-03-2023 4.38,2023-03-02 04:54:06.494003
1523762,02-03-2023 4.39,2023-03-02 04:54:38.032445
1523763,02-03-2023 4.39,2023-03-02 04:56:08.027430
1523764,02-03-2023 4.41,2023-03-02 05:00:48.575319
1523765,02-03-2023 4.42,2023-03-02 04:58:31.433975
1523766,02-03-2023 4.45,2023-03-02 05:04:48.180285
1523767,02-03-2023 4.49,2023-03-02 05:15:42.456219
1523768,02-03-2023 4.49,2023-03-02 05:04:58.265331
1523769,02-03-2023 4.49,2023-03-02 05:06:24.868679
1523770,02-03-2023 4.50,2023-03-02 05:05:56.812142
1523771,02-03-2023 4.54,2023-03-02 05:11:13.720655
1523772,02-03-2023 4.55,2023-03-02 05:10:58.134642
1523773,02-03-2023 4.57,2023-03-02 05:29:00.902936
1523774,02-03-2023 5.00,2023-03-02 05:15:30.215007
1523775,02-03-2023 5.02,2023-03-02 05:17:34.457146
1523776,02-03-2023 5.06,2023-03-02 05:26:03.105362
1523777,02-03-2023 5.08,2023-03-02 05:28:04.273531
1523778,02-03-2023 5.08,2023-03-02 05:24:06.802029
1523779,02-03-2023 5.20,2023-03-02 05:36:11.881614
1523780,02-03-2023 5.22,2023-03-02 06:01:58.546446
1523781,02-03-2023 5.23,2023-03-02 05:38:45.303335
1523782,02-03-2023 5.24,2023-03-02 05:39:53.695816
1523783,02-03-2023 5.27,2023-03-02 05:42:30.403790
1523784,02-03-2023 5.29,2023-03-02 05:45:14.309493
1523785,02-03-2023 5.30,2023-03-02 05:46:18.204438
1523786,02-03-2023 5.31,2023-03-02 05:48:17.808230
1523787,02-03-2023 5.31,2023-03-02 05:50:07.625356
1523788,02-03-2023 5.31,2023-03-02 05:46:12.400300
1523789,02-03-2023 5.31,2023-03-02 05:46:37.443726
1523790,02-03-2023 5.34,2023-03-02 05:55:45.334673
1523791,02-03-2023 5.36,2023-03-02 05:52:16.810246
1523792,02-03-2023 5.40,2023-03-02 05:55:56.553177
1523793,02-03-2023 5.42,2023-03-02 05:58:03.098999
1523794,02-03-2023 5.48,2023-03-02 06:03:29.233895
1523795,02-03-2023 5.49,2023-03-02 07:12:21.971296
1523796,02-03-2023 5.57,2023-03-02 06:13:56.083860
1523797,02-03-2023 6.09,2023-03-02 06:31:20.289257
1523798,02-03-2023 6.10,2023-03-02 06:27:47.937085
1523799,02-03-2023 6.10,2023-03-02 06:25:48.469211
1523800,02-03-2023 6.14,2023-03-02 06:29:30.837443
1523801,02-03-2023 6.15,2023-03-02 06:30:29.022893
1523802,02-03-2023 6.16,2023-03-02 06:31:42.455025
1523803,02-03-2023 6.18,2023-03-02 06:34:24.399284
1523804,02-03-2023 6.18,2023-03-02 06:34:24.764928
1523805,02-03-2023 6.22,2023-03-02 06:42:17.024380
1523806,02-03-2023 6.22,2023-03-02 06:40:20.870128
1523807,02-03-2023 6.22,2023-03-02 07:03:22.665535
1523808,02-03-2023 6.24,2023-03-02 06:39:44.506447
1523809,02-03-2023 6.26,2023-03-02 06:44:08.708661
1523810,02-03-2023 6.27,2023-03-02 06:42:24.935537
1523811,02-03-2023 6.28,2023-03-02 06:46:54.907626
1523812,02-03-2023 6.32,2023-03-02 06:49:32.703031
1523813,02-03-2023 6.33,2023-03-02 06:48:42.914673
1523814,02-03-2023 6.33,2023-03-02 06:48:29.323375
1523815,02-03-2023 6.38,2023-03-02 06:53:47.953174
1523816,02-03-2023 6.39,2023-03-02 06:56:13.436109
1523817,02-03-2023 6.40,2023-03-02 06:58:20.889738
1523818,02-03-2023 6.43,2023-03-02 06:58:14.465888
1523819,02-03-2023 6.45,2023-03-02 07:16:29.841589
1523820,02-03-2023 6.47,2023-03-02 07:02:17.352509
1523821,02-03-2023 6.49,2023-03-02 07:05:38.979043
1523822,02-03-2023 6.49,2023-03-02 07:06:45.908757
1523823,02-03-2023 6.52,2023-03-02 07:09:04.120316
1523824,02-03-2023 6.53,2023-03-02 07:08:16.718700
1523825,02-03-2023 6.54,2023-03-02 07:10:20.874208
1523826,02-03-2023 6.55,2023-03-02 07:10:39.373188
1523827,02-03-2023 7.01,2023-03-02 07:18:07.589193
1523828,02-03-2023 7.02,2023-03-02 07:18:40.289924
1523829,02-03-2023 7.05,2023-03-02 07:21:53.084015
1523830,02-03-2023 7.08,2023-03-02 07:23:40.206871
1523831,02-03-2023 7.12,2023-03-02 07:28:05.625648
1523832,02-03-2023 7.13,2023-03-02 07:29:12.169327
1523833,02-03-2023 7.15,2023-03-02 07:31:11.417149
1523834,02-03-2023 7.16,2023-03-02 07:31:33.468885
1523835,02-03-2023 7.18,2023-03-02 07:35:50.661186
1523836,02-03-2023 7.18,2023-03-02 07:34:50.972905
1523837,02-03-2023 7.19,2023-03-02 07:36:20.328163
1523838,02-03-2023 7.20,2023-03-02 07:36:37.317667
1523839,02-03-2023 7.25,2023-03-02 07:41:05.891361
1523840,02-03-2023 7.28,2023-03-02 07:45:19.960727
1523841,02-03-2023 7.30,2023-03-02 07:46:19.921054
1523842,02-03-2023 7.37,2023-03-02 07:52:38.671992
1523843,02-03-2023 7.45,2023-03-02 08:03:32.951993
1523844,02-03-2023 7.46,2023-03-02 08:01:21.296092
1523845,02-03-2023 7.48,2023-03-02 08:03:47.949692
1523846,02-03-2023 7.50,2023-03-02 08:05:58.795069
1523847,02-03-2023 7.52,2023-03-02 08:08:36.413542
1523848,02-03-2023 7.56,2023-03-02 08:20:34.319992
1523849,02-03-2023 7.57,2023-03-02 08:12:20.011934
1523850,02-03-2023 8.01,2023-03-02 08:17:38.209157
1523851,02-03-2023 8.03,2023-03-02 08:19:37.649527
1523852,02-03-2023 8.03,2023-03-02 08:18:17.330097
1523853,02-03-2023 8.04,2023-03-02 08:19:33.156741
1523854,02-03-2023 8.11,2023-03-02 08:27:04.665309
1523855,02-03-2023 8.12,2023-03-02 08:28:15.007605
1523856,02-03-2023 8.13,2023-03-02 08:32:50.948454
1523857,02-03-2023 8.19,2023-03-02 08:36:55.605477
1523858,02-03-2023 8.22,2023-03-02 08:37:18.701890
1523859,02-03-2023 8.23,2023-03-02 08:42:01.262808
1523860,02-03-2023 8.27,2023-03-02 08:46:05.115181
1523861,02-03-2023 8.35,2023-03-02 08:50:48.490819
1523862,02-03-2023 8.37,2023-03-02 09:08:12.547215
1523863,02-03-2023 8.38,2023-03-02 08:55:08.060225
1523864,02-03-2023 8.39,2023-03-02 08:56:40.287409
1523865,02-03-2023 8.41,2023-03-02 09:00:01.089385
1523866,02-03-2023 8.43,2023-03-02 09:00:15.371856
1523867,02-03-2023 8.46,2023-03-02 09:05:01.725072
1523868,02-03-2023 8.46,2023-03-02 09:01:55.287260
1523869,02-03-2023 8.46,2023-03-02 09:08:49.782467
1523870,02-03-2023 8.47,2023-03-02 09:02:49.935908
1523871,02-03-2023 8.48,2023-03-02 09:03:08.484867
1523872,02-03-2023 8.52,2023-03-02 09:08:15.833626
1523873,02-03-2023 8.58,2023-03-02 09:13:50.842075
1523874,02-03-2023 9.00,2023-03-02 09:16:30.427479
1523875,02-03-2023 9.00,2023-03-02 09:16:42.789081
1523876,02-03-2023 9.01,2023-03-02 09:17:33.537199
1523877,02-03-2023 9.03,2023-03-02 09:19:09.317345
1523878,02-03-2023 9.06,2023-03-02 09:21:53.787196
1523879,02-03-2023 9.09,2023-03-02 09:31:45.140488
1523880,02-03-2023 9.11,2023-03-02 09:27:23.499012
1523881,02-03-2023 9.13,2023-03-02 09:28:26.160320
1523882,02-03-2023 9.18,2023-03-02 09:35:08.414053
1523883,02-03-2023 9.25,2023-03-02 09:41:47.586209
1523884,02-03-2023 9.28,2023-03-02 09:43:54.796127
1523885,02-03-2023 9.34,2023-03-02 09:49:23.025990
1523886,02-03-2023 9.34,2023-03-02 09:54:10.873583
1523887,02-03-2023 9.35,2023-03-02 09:50:45.802131
1523888,02-03-2023 9.36,2023-03-02 09:52:30.025097
1523889,02-03-2023 9.39,2023-03-02 09:58:25.343044
1523890,02-03-2023 9.40,2023-03-02 09:56:55.917700
1523891,02-03-2023 9.43,2023-03-02 09:59:50.953749
1523892,02-03-2023 9.44,2023-03-02 10:01:53.012668
1523893,02-03-2023 9.45,2023-03-02 10:04:44.138336
1523894,02-03-2023 9.46,2023-03-02 10:02:33.336137
1523895,02-03-2023 9.49,2023-03-02 10:10:19.459987
1523896,02-03-2023 9.49,2023-03-02 10:05:39.026071
1523897,02-03-2023 9.51,2023-03-02 10:09:44.540021
1523898,02-03-2023 9.51,2023-03-02 10:07:14.401304
1523899,02-03-2023 9.57,2023-03-02 10:18:20.280712
1523900,02-03-2023 10.03,2023-03-02 10:19:29.207883
1523901,02-03-2023 10.06,2023-03-02 10:21:38.542681
1523902,02-03-2023 10.07,2023-03-02 10:29:28.932644
1523903,02-03-2023 10.11,2023-03-02 10:26:47.618937
1523904,02-03-2023 10.11,2023-03-02 10:33:51.399573
1523905,02-03-2023 10.12,2023-03-02 10:28:05.914629
1523906,02-03-2023 10.23,2023-03-02 10:39:12.675313
1523907,02-03-2023 10.25,2023-03-02 10:42:24.048162
1523908,02-03-2023 10.27,2023-03-02 10:43:38.483427
1523909,02-03-2023 10.29,2023-03-02 10:45:32.388233
1523910,02-03-2023 10.32,2023-03-02 10:47:50.337793
1523911,02-03-2023 10.35,2023-03-02 10:50:39.520557
1523912,02-03-2023 10.39,2023-03-02 10:55:03.393335
1523913,02-03-2023 10.40,2023-03-02 10:57:21.219761
1523914,02-03-2023 10.46,2023-03-02 11:07:01.337051
1523915,02-03-2023 10.47,2023-03-02 11:02:31.737014
1523916,02-03-2023 10.47,2023-03-02 11:03:43.650418
1523917,02-03-2023 10.47,2023-03-02 11:03:15.273673
1523918,02-03-2023 10.53,2023-03-02 11:10:01.451888
1523919,02-03-2023 10.59,2023-03-02 11:16:29.092399
1523920,02-03-2023 11.00,2023-03-02 11:15:58.319123
1523921,02-03-2023 11.03,2023-03-02 11:18:52.277995
1523922,02-03-2023 11.04,2023-03-02 11:19:23.231017
1523923,02-03-2023 11.05,2023-03-02 11:21:13.873721
1523924,02-03-2023 11.07,2023-03-02 11:23:04.251316
1523925,02-03-2023 11.07,2023-03-02 11:48:21.722026
1523926,02-03-2023 11.09,2023-03-02 11:24:40.499417
1523927,02-03-2023 11.13,2023-03-02 11:28:56.574602
1523928,02-03-2023 11.15,2023-03-02 11:31:27.428094
1523929,02-03-2023 11.17,2023-03-02 15:39:04.745403
1523930,02-03-2023 11.17,2023-03-02 11:34:14.120231
1523931,02-03-2023 11.24,2023-03-02 11:39:46.584867
1523932,02-03-2023 11.24,2023-03-02 11:44:07.674578
1523933,02-03-2023 11.24,2023-03-02 11:59:24.372994
1523934,02-03-2023 11.24,2023-03-02 11:40:23.279482
1523935,02-03-2023 11.26,2023-03-02 11:41:36.649687
1523936,02-03-2023 11.28,2023-03-02 11:49:30.142899
1523937,02-03-2023 11.32,2023-03-02 11:50:50.522066
1523938,02-03-2023 11.33,2023-03-02 11:49:45.997839
1523939,02-03-2023 11.36,2023-03-02 11:51:59.687391
1523940,02-03-2023 11.40,2023-03-02 11:56:07.373962
1523941,02-03-2023 11.40,2023-03-02 11:57:33.941265
1523942,02-03-2023 11.42,2023-03-02 11:57:23.790555
1523943,02-03-2023 11.42,2023-03-02 11:59:08.631490
1523944,02-03-2023 11.44,2023-03-02 11:59:17.692759
1523945,02-03-2023 11.44,2023-03-02 11:59:15.076552
1523946,02-03-2023 11.46,2023-03-02 12:01:41.831740
1523947,02-03-2023 11.46,2023-03-02 12:02:07.881209
1523948,02-03-2023 11.48,2023-03-02 12:05:07.460558
1523949,02-03-2023 11.49,2023-03-02 12:06:44.238135
1523950,02-03-2023 11.49,2023-03-02 12:05:39.367367
1523951,02-03-2023 11.50,2023-03-02 12:06:26.480108
1523952,02-03-2023 11.51,2023-03-02 12:06:43.224198
1523953,02-03-2023 11.51,2023-03-02 12:09:09.971706
1523954,02-03-2023 11.51,2023-03-02 12:06:49.049507
1523955,02-03-2023 11.51,2023-03-02 12:07:14.793282
1523956,02-03-2023 11.52,2023-03-02 12:08:11.544146
1523957,02-03-2023 11.52,2023-03-02 12:10:02.905735
1523958,02-03-2023 11.52,2023-03-02 12:08:36.725585
1523959,02-03-2023 11.52,2023-03-02 12:07:29.757306
1523960,02-03-2023 11.59,2023-03-02 12:14:30.844510
1523961,02-03-2023 11.59,2023-03-02 13:57:24.585448
1523962,02-03-2023 12.00,2023-03-02 12:17:35.090886
1523963,02-03-2023 12.02,2023-03-02 12:18:15.414966
1523964,02-03-2023 12.04,2023-03-02 12:19:05.995395
1523965,02-03-2023 12.21,2023-03-02 12:36:59.411044
1523966,02-03-2023 12.21,2023-03-02 12:42:06.510506
1523967,02-03-2023 12.24,2023-03-02 12:39:48.459331
